Max_Phase,Polar Surface Area,HBA,HBD,#RO5 Violations,QED Weighted,CX LogP,CX LogD,Heavy Atoms
1,29.1,1,1,0,0.73,1.69,1.69,13
1,86.28,7,2,0,0.39,4.38,3.8,37
1,118.69,6,2,0,0.75,1.97,1.27,26
1,61.82,6,0,0,0.54,-0.55,-0.55,14
1,154.03,9,2,2,0.07,4.59,4.59,46
1,112.73,5,3,0,0.64,-1.91,-1.95,23
1,46.33,2,1,0,0.86,1.42,-0.91,18
1,21.26,2,1,0,0.71,1.79,0.91,13
1,44.12,4,0,0,0.7,0.95,0.92,15
1,68.31,6,0,0,0.68,1.42,0.8,29
1,38.33,3,1,0,0.81,2.25,0.57,17
1,156.07,7,3,0,0.22,1.14,-2.19,27
1,0.0,0,0,0,0.0,0.0,0.0,0
1,111.83,8,2,0,0.65,1.19,0.94,28
1,53.33,4,0,1,0.42,5.88,4.76,34
1,37.3,2,1,0,0.58,3.6,3.6,24
1,50.19,3,1,0,0.91,3.28,0.28,16
1,20.23,1,1,0,0.69,0.29,0.29,23
1,88.65,7,0,0,0.6,4.14,4.14,25
1,55.76,4,1,0,0.62,1.14,1.14,12
1,40.62,2,0,0,0.8,2.3,2.3,23
1,38.66,3,0,0,0.36,0.9,0.9,5
1,42.23,3,1,0,0.72,2.22,1.56,15
1,60.44,4,0,0,0.69,3.77,3.77,27
1,15.6,3,0,0,0.7,2.36,2.22,14
1,95.58,4,4,0,0.6,1.89,1.26,24
1,83.47,3,2,0,0.45,-2.75,-4.1,11
1,66.48,3,1,0,0.47,2.29,2.12,19
1,89.34,3,3,0,0.46,-3.21,-4.98,10
1,37.3,1,1,0,0.74,2.5,-0.04,12
1,49.77,4,1,0,0.86,1.57,-0.41,21
1,97.97,5,2,0,0.79,0.39,-0.05,17
1,23.47,2,1,0,0.92,4.08,1.97,24
1,176.61,10,5,0,0.33,1.51,1.06,36
1,35.94,4,1,0,0.72,3.41,3.09,26
1,163.33,12,2,1,0.2,-0.65,-4.1,30
1,107.77,7,1,0,0.45,3.06,3.06,28
1,66.48,3,1,0,0.66,0.94,0.78,14
1,17.07,1,0,0,0.4,-1.41,-1.41,4
1,79.53,3,1,2,0.45,4.74,4.74,36
1,151.14,9,3,0,0.44,-0.06,-0.4,23
1,206.6,12,8,3,0.14,-2.78,-3.2,41
1,57.53,3,2,0,0.51,3.55,3.54,24
1,0.0,0,0,0,0.0,0.0,0.0,0
1,12.03,1,1,0,0.69,2.24,-0.44,11
1,68.96,3,2,0,0.74,0.41,0.39,15
1,0.0,0,0,0,0.39,-4.87,-4.87,18
1,88.41,6,3,0,0.39,4.27,4.27,27
1,39.82,4,0,0,0.73,2.35,2.11,22
1,9.72,4,0,0,0.71,4.66,3.97,28
1,52.6,4,0,1,0.55,4.86,4.86,27
1,26.02,1,1,0,0.65,1.8,-0.67,10
1,101.38,7,2,0,0.45,3.36,3.36,31
1,38.77,4,0,0,0.75,4.21,3.04,28
1,88.61,7,2,0,0.46,3.76,2.34,34
1,106.33,6,2,0,0.85,-0.12,-0.07,19
1,12.03,1,1,0,0.67,2.3,1.27,13
1,46.53,3,1,1,0.58,5.71,5.71,28
1,54.37,3,2,0,0.41,-0.4,-2.78,7
1,30.17,4,0,0,0.78,1.15,1.15,17
1,83.55,3,3,0,0.66,-1.06,-1.06,14
1,74.6,2,2,0,0.57,1.82,-3.65,13
1,126.44,12,0,3,0.04,-0.96,-0.96,67
1,70.91,2,3,0,0.74,1.08,-1.74,18
1,64.33,3,1,0,0.76,2.5,2.5,31
1,118.05,6,1,0,0.4,1.26,1.2,23
1,74.73,7,1,0,0.42,3.2,3.2,29
1,81.54,5,1,0,0.68,2.97,0.4,28
1,43.7,3,2,0,0.88,2.89,0.81,24
1,58.2,3,2,0,0.58,2.78,2.38,16
1,0.0,0,0,0,0.0,0.0,0.0,0
1,167.58,4,10,2,0.14,4.51,-1.3,34
1,0.0,0,0,0,0.0,0.0,0.0,0
1,129.72,5,4,0,0.32,-1.27,-4.19,24
1,12.03,1,1,0,0.72,2.52,-0.22,12
1,104.73,5,3,0,0.38,0.6,0.6,30
1,20.23,1,1,0,0.67,-1.91,-0.96,12
1,3.24,2,0,0,0.81,4.52,2.19,21
1,60.45,4,1,1,0.7,4.45,4.45,26
1,32.26,2,2,0,0.83,2.56,0.44,15
1,38.91,2,1,0,0.67,1.33,1.33,11
1,92.35,4,3,1,0.41,4.49,4.49,33
1,0.0,0,0,0,0.0,0.0,0.0,0
1,23.47,2,1,0,0.85,3.07,1.55,17
1,92.5,4,2,0,0.86,2.94,2.94,24
1,38.33,3,1,0,0.81,2.25,0.57,17
1,171.85,14,1,2,0.18,5.15,4.89,58
1,143.72,9,4,0,0.43,-3.07,-3.07,17
1,42.21,4,1,1,0.27,7.3,7.24,33
1,52.58,4,0,0,0.59,1.78,1.78,16
1,49.33,2,2,0,0.89,4.31,1.22,20
1,68.01,3,2,0,0.32,-0.69,-0.69,10
1,72.68,5,1,0,0.56,-0.81,-0.84,13
1,93.06,5,2,0,0.62,3.53,0.17,23
1,85.07,6,1,0,0.49,2.96,2.96,31
1,0.0,0,0,1,0.54,6.46,6.46,19
1,39.72,4,1,0,0.93,3.15,0.83,24
1,37.19,5,0,0,0.86,2.42,1.98,24
1,103.78,4,4,0,0.51,-1.79,-1.8,14
1,96.93,8,0,0,0.38,4.0,2.26,37
1,29.1,2,1,0,0.86,3.35,3.15,16
1,112.27,9,1,0,0.63,2.14,1.91,33
1,63.4,2,1,0,0.78,1.82,1.82,19
1,64.63,5,1,0,0.8,3.44,3.44,25
1,63.32,2,2,1,0.43,4.58,1.5,17
1,19.37,3,0,0,0.73,3.21,3.13,20
1,15.27,2,1,0,0.85,3.9,1.37,20
1,81.93,6,1,0,0.76,3.31,3.31,27
1,46.15,5,0,0,0.7,3.48,3.48,21
1,92.78,4,3,1,0.39,3.73,3.44,24
1,86.99,4,3,0,0.41,2.42,-0.45,25
1,49.77,4,1,0,0.86,1.57,-0.41,21
1,49.33,2,2,0,0.88,4.26,1.1,19
1,23.47,2,1,0,0.86,4.22,2.39,23
1,49.77,3,1,0,0.91,0.75,0.75,25
1,67.45,5,1,1,0.37,5.16,2.75,36
1,26.02,1,1,0,0.56,1.47,-1.38,11
1,83.8,6,2,0,0.82,-0.5,-0.5,29
1,20.23,1,1,0,0.62,2.66,2.66,11
1,282.61,15,11,2,0.17,-7.06,-12.2,33
1,93.81,7,1,1,0.54,4.13,4.13,37
1,201.31,12,6,3,0.14,4.17,3.68,50
1,42.43,3,0,0,0.7,4.55,4.55,27
1,12.47,2,0,1,0.45,6.35,4.97,28
1,120.64,7,2,0,0.61,5.54,5.54,28
1,49.77,4,1,0,0.86,1.57,-0.41,21
1,148.15,6,4,0,0.45,-0.33,-3.7,32
1,12.03,1,1,1,0.74,5.53,2.62,20
1,83.55,3,3,0,0.41,-0.29,-1.72,11
1,138.2,7,3,0,0.51,1.54,-1.78,33
1,93.21,5,2,0,0.66,0.98,0.98,28
1,6.48,2,0,1,0.54,6.17,5.94,30
1,72.83,5,1,0,0.67,3.9,3.9,29
1,58.59,4,0,1,0.15,2.25,4.27,27
1,26.79,2,0,0,0.65,0.09,-0.03,14
1,124.01,6,3,0,0.5,0.6,-5.97,25
1,66.56,3,2,0,0.72,0.25,0.25,19
1,86.18,3,2,0,0.67,-0.52,-1.96,12
1,70.59,4,3,0,0.7,0.83,-1.39,19
1,150.04,10,2,0,0.21,-4.22,-3.45,32
1,59.59,4,2,0,0.67,3.19,1.01,28
1,113.42,8,1,0,0.55,1.23,1.16,33
1,29.46,2,1,1,0.4,0.68,0.68,32
1,37.3,1,1,0,0.64,2.8,0.56,10
1,145.65,10,2,1,0.29,4.94,3.98,39
1,20.23,1,1,1,0.67,4.69,4.69,21
1,124.68,5,3,0,0.54,3.12,2.18,34
1,177.71,6,6,2,0.16,-0.92,-0.92,35
1,84.86,6,2,0,0.72,5.5,4.67,31
1,29.46,2,1,1,0.83,4.98,4.8,17
1,19.37,3,0,0,0.79,3.2,1.82,19
1,23.55,4,0,0,0.75,3.57,2.72,26
1,37.3,1,1,0,0.61,1.63,-1.48,9
1,117.0,8,1,0,0.3,2.54,2.54,30
1,29.46,2,1,0,0.8,4.04,4.04,23
1,83.24,5,2,1,0.44,5.22,4.51,37
1,63.33,3,1,0,0.78,4.13,1.45,21
1,6.48,3,0,0,0.83,4.29,2.64,20
1,90.9,5,3,0,0.57,1.5,-0.72,27
1,49.81,5,0,0,0.68,3.08,3.06,25
1,97.42,6,2,0,0.62,5.47,5.47,28
1,88.99,2,4,0,0.25,-0.92,-5.62,9
1,52.49,3,3,0,0.62,-0.07,-1.35,12
1,6.48,2,0,0,0.84,4.76,2.75,22
1,90.06,5,1,0,0.64,1.32,1.32,19
1,36.92,4,0,2,0.32,0.67,0.67,32
1,83.83,5,2,0,0.29,3.86,3.86,27
1,210.54,10,5,0,0.29,-0.24,-6.56,33
1,59.3,3,1,0,0.86,2.28,-0.96,19
1,81.19,5,1,0,0.52,-0.46,-0.46,12
1,78.43,3,3,0,0.38,2.0,1.99,19
1,45.15,3,2,0,0.76,4.11,2.07,26
1,125.22,3,5,0,0.2,-3.16,-4.85,12
1,146.86,9,3,0,0.45,2.99,2.99,31
1,40.54,3,1,1,0.64,5.13,5.13,32
1,50.44,3,1,0,0.74,3.74,2.03,21
1,82.88,8,1,2,0.38,4.09,3.37,36
1,60.44,4,0,0,0.82,2.56,2.56,22
1,27.05,3,0,1,0.54,5.35,5.32,24
1,143.72,8,4,0,0.44,-2.77,-2.77,17
1,84.6,4,1,0,0.68,3.15,3.15,22
1,77.1,5,1,0,0.63,2.09,2.09,25
1,115.42,8,1,0,0.43,1.17,1.15,19
1,43.7,3,2,0,0.88,2.29,1.07,19
1,36.26,3,0,0,0.84,3.76,1.41,24
1,76.13,4,1,0,0.66,3.93,3.93,27
1,93.33,5,3,0,0.72,0.78,-1.36,16
1,103.78,4,4,0,0.54,-1.36,-1.37,15
1,32.78,4,0,0,0.68,3.61,2.13,27
1,67.51,4,1,0,0.75,2.74,0.94,23
1,171.22,9,5,1,0.15,4.54,4.54,51
1,16.13,2,0,0,0.82,3.58,1.52,19
1,91.68,6,3,0,0.58,4.16,4.12,26
1,46.53,2,1,0,0.88,2.99,-0.05,17
1,133.32,6,4,0,0.25,1.79,1.08,26
1,104.1,6,0,0,0.61,2.33,2.33,18
1,37.3,2,1,0,0.78,4.31,4.31,20
1,52.58,4,0,0,0.59,1.78,1.78,16
1,85.52,6,3,2,0.29,5.4,4.87,41
1,16.13,2,0,0,0.74,3.75,3.12,22
1,67.87,4,1,0,0.75,3.03,3.03,25
1,100.88,6,2,0,0.55,1.94,-2.22,25
1,37.3,1,1,0,0.64,2.8,0.56,10
1,12.47,2,0,0,0.62,5.75,5.75,22
1,37.3,2,1,0,0.73,3.65,3.65,22
1,95.1,6,0,0,0.56,-0.58,-0.58,16
1,100.62,4,3,0,0.51,-3.3,-6.37,11
1,79.38,6,2,1,0.47,4.71,3.53,33
1,71.77,3,2,0,0.7,-0.57,-0.57,14
1,57.69,3,0,0,0.59,3.19,1.1,29
1,63.83,4,2,0,0.48,0.75,-0.73,12
1,112.73,5,3,0,0.5,-2.45,-2.64,24
1,63.6,3,1,0,0.64,3.66,0.16,19
1,104.7,12,0,3,0.17,7.31,7.31,49
1,26.3,2,0,0,0.42,-4.22,-4.22,10
1,40.54,3,1,0,0.76,3.66,2.93,26
1,94.83,5,3,0,0.67,1.68,1.68,28
1,38.77,4,0,0,0.75,4.21,3.04,28
1,52.9,2,1,1,0.32,3.4,1.0,19
1,104.06,5,3,2,0.25,4.42,1.58,37
1,120.56,7,1,0,0.72,-0.19,-0.19,26
1,83.58,7,2,0,0.38,0.99,0.45,21
1,67.59,4,2,0,0.76,1.4,-0.25,20
1,6.48,2,0,0,0.82,4.88,3.09,22
1,223.24,14,4,2,0.07,-3.71,-6.83,43
1,12.05,2,0,1,0.44,1.41,1.41,29
1,133.52,4,4,0,0.36,3.89,-2.33,28
1,47.28,3,2,0,0.52,1.25,1.25,12
1,80.67,5,1,0,0.48,3.84,3.84,33
1,20.31,2,0,0,0.74,3.88,3.23,18
1,88.56,5,2,0,0.84,0.54,0.54,27
1,0.0,0,0,0,0.0,0.0,0.0,0
1,0.0,0,0,0,0.0,0.0,0.0,0
1,55.76,6,1,0,0.27,0.45,0.46,33
1,32.78,3,0,0,0.82,2.41,1.0,18
1,15.71,4,0,0,0.8,4.25,2.24,23
1,29.54,2,0,0,0.72,-2.25,-2.25,16
1,46.53,3,1,0,0.68,-2.57,-2.57,21
1,24.92,2,1,0,0.79,3.97,1.69,22
1,152.69,7,4,0,0.38,1.97,-4.21,32
1,105.17,6,2,0,0.73,0.79,-2.69,26
1,86.37,4,1,0,0.68,1.96,1.96,32
1,26.02,1,1,0,0.61,2.07,-0.78,13
1,32.78,3,0,0,0.77,3.23,3.01,28
1,54.35,3,1,0,0.88,2.54,2.54,19
1,71.06,8,0,0,0.47,1.86,1.86,19
1,156.27,7,5,0,0.36,-3.23,-6.07,33
1,63.32,2,2,0,0.54,-2.09,-2.09,9
1,46.53,2,1,1,0.52,6.46,3.29,31
1,181.62,9,6,1,0.33,-2.89,-3.33,33
1,24.39,2,1,0,0.74,2.24,-0.02,15
1,102.28,8,2,0,0.65,-1.87,-1.87,18
1,23.47,2,1,0,0.87,3.0,0.99,17
1,32.78,3,0,0,0.81,3.96,2.47,27
1,57.61,4,1,0,0.73,4.18,4.18,32
1,77.1,5,1,0,0.63,2.09,2.09,25
1,63.4,2,1,0,0.74,0.66,0.66,15
1,106.86,4,4,0,0.46,-1.36,-4.28,15
1,24.39,2,1,0,0.74,2.24,-0.02,15
1,152.79,9,2,0,0.53,1.97,-1.38,31
1,64.33,3,1,0,0.76,2.5,2.5,31
1,62.16,5,2,0,0.69,3.55,1.61,34
1,115.73,7,2,2,0.28,6.4,5.46,41
1,99.13,7,1,1,0.5,5.32,5.32,39
1,126.81,6,2,0,0.66,2.5,-4.52,27
1,92.5,4,2,0,0.87,2.64,2.63,24
1,9.23,1,0,0,0.47,2.84,2.84,10
1,336.43,15,12,3,0.07,-7.06,-11.79,40
1,54.37,2,1,0,0.85,3.61,0.39,19
1,61.69,2,2,0,0.86,2.63,1.07,19
1,195.38,16,4,2,0.17,2.5,0.02,59
1,331.94,17,13,3,0.11,-8.58,-15.1,40
1,70.0,6,2,1,0.32,5.69,5.34,34
1,118.03,7,4,1,0.26,2.81,2.72,45
1,64.43,5,0,0,0.79,1.39,1.39,22
1,63.33,3,1,0,0.77,3.46,1.05,22
1,95.5,3,3,1,0.46,2.73,-0.79,20
1,46.33,1,1,0,0.75,2.77,2.77,18
1,38.91,2,1,0,0.71,2.63,1.25,15
1,112.73,5,3,0,0.67,-2.0,-2.36,24
1,184.51,10,4,0,0.23,-1.28,-7.13,30
1,114.2,9,1,1,0.36,2.78,0.72,43
1,54.37,2,1,0,0.89,2.93,-0.18,25
1,108.47,6,3,0,0.5,4.74,1.89,28
1,117.97,5,2,2,0.35,6.3,0.45,41
1,90.65,4,3,0,0.5,2.92,0.89,31
1,171.37,10,4,0,0.41,-1.21,-1.55,25
1,82.69,4,3,0,0.5,3.83,1.05,30
1,72.19,3,2,0,0.6,1.3,1.3,17
1,3.24,2,0,0,0.79,4.2,4.07,17
1,35.25,2,1,0,0.77,2.46,0.39,13
1,35.58,3,1,1,0.5,5.78,3.87,35
1,101.9,6,4,1,0.33,4.72,4.09,40
1,0.0,0,0,0,0.0,0.0,0.0,0
1,81.0,4,3,2,0.34,2.94,2.93,37
1,93.06,6,2,0,0.67,1.6,1.6,32
1,15.71,4,0,0,0.8,4.25,2.24,23
1,90.82,5,4,0,0.41,1.06,0.04,25
1,37.3,2,1,0,0.75,2.85,2.85,23
1,53.43,3,1,0,0.8,1.71,1.69,26
1,80.29,7,0,0,0.47,4.04,4.04,32
1,83.21,5,1,0,0.91,3.52,0.06,22
1,46.94,4,2,2,0.32,-4.27,-4.27,50
1,64.35,3,2,0,0.83,2.48,1.84,22
1,56.92,2,3,0,0.69,2.45,0.55,24
1,82.2,6,0,0,0.48,2.33,2.33,30
1,43.7,3,2,0,0.88,3.57,2.3,24
1,41.13,1,2,1,0.78,4.93,4.93,19
1,12.03,1,1,0,0.81,4.5,1.61,20
1,70.0,5,2,0,0.74,0.78,0.01,22
1,6.48,3,0,1,0.74,4.81,3.01,24
1,206.6,12,8,3,0.14,-2.78,-3.2,41
1,119.31,8,3,0,0.65,-0.28,-0.28,19
1,26.3,2,0,0,0.73,3.7,3.7,16
1,35.53,3,0,1,0.49,5.57,5.57,26
1,59.06,4,1,0,0.51,-3.27,-3.27,23
1,104.89,8,2,0,0.49,-0.33,-0.91,31
1,201.85,10,7,1,0.26,-4.5,-4.82,33
1,135.29,3,5,0,0.37,-2.28,-7.2,11
1,0.0,0,0,0,0.0,0.0,0.0,0
1,20.23,1,1,0,0.56,1.75,1.75,8
1,24.39,2,1,0,0.85,3.78,1.49,18
1,83.55,3,3,0,0.63,-1.49,-1.5,13
1,46.53,3,1,0,0.69,-1.41,-1.41,23
1,77.23,3,3,0,0.63,2.93,1.28,29
1,40.46,2,2,0,0.8,4.83,4.82,20
1,32.7,3,1,0,0.9,2.74,1.22,20
1,26.3,2,0,0,0.42,-4.22,-4.22,10
1,64.52,4,4,0,0.33,2.98,-0.96,26
1,87.66,5,3,0,0.57,1.53,-0.6,24
1,88.99,2,4,0,0.25,-0.92,-5.62,9
1,86.71,4,4,0,0.5,-0.39,-1.6,13
1,80.67,6,1,1,0.58,3.72,3.72,34
1,51.37,2,2,0,0.9,2.17,2.06,25
1,189.53,11,8,2,0.24,-4.53,-4.53,23
1,95.94,5,2,0,0.58,1.96,0.31,32
1,46.53,3,1,0,0.67,-1.82,-1.82,24
1,37.3,2,1,0,0.75,3.66,3.66,23
1,77.1,5,1,0,0.77,2.43,2.43,24
1,60.47,6,0,0,0.53,2.72,0.76,34
1,41.03,3,1,1,0.37,5.83,4.8,34
1,0.0,0,0,0,0.51,2.78,2.78,11
1,21.26,2,1,0,0.85,4.17,1.83,22
1,160.83,13,3,2,0.43,1.16,1.16,42
1,102.26,7,1,0,0.68,1.8,1.8,32
1,32.34,2,1,0,0.82,4.46,3.25,20
1,29.54,3,0,0,0.67,4.9,2.8,25
1,106.51,9,3,0,0.47,3.83,3.74,33
1,94.83,5,3,0,0.67,1.68,1.68,28
1,110.85,10,2,1,0.36,5.25,5.25,36
1,54.12,2,2,0,0.84,1.15,1.15,17
1,54.37,3,1,0,0.74,3.41,3.4,22
1,68.53,4,1,0,0.77,3.53,0.26,25
1,26.02,1,1,0,0.65,1.8,-0.67,10
1,72.72,4,4,0,0.64,0.34,-1.32,17
1,83.55,3,3,0,0.52,0.83,-2.23,11
1,6.48,3,0,0,0.79,4.54,2.74,21
1,26.02,1,1,0,0.56,1.47,-1.38,11
1,12.47,2,0,1,0.72,4.92,2.79,24
1,63.32,2,2,0,0.54,-2.0,-2.0,9
1,91.75,4,1,0,0.6,-0.89,-4.35,15
1,12.03,1,1,0,0.63,2.37,-0.67,12
1,161.31,4,6,1,0.33,-4.19,-6.56,14
1,43.86,5,0,0,0.6,3.36,2.54,30
1,80.67,4,1,0,0.83,3.83,1.46,24
1,156.79,6,5,0,0.3,-0.5,-0.77,15
1,74.6,4,2,0,0.76,2.01,2.01,28
1,12.47,2,0,0,0.67,2.17,1.93,14
1,40.62,2,0,0,0.76,2.55,0.97,21
1,206.07,12,6,3,0.24,0.53,0.1,39
1,55.84,5,0,2,0.18,2.32,0.1,43
1,27.05,3,0,1,0.46,5.96,5.92,25
1,35.53,3,0,0,0.63,1.76,1.76,11
1,288.28,20,8,3,0.1,1.04,0.59,69
1,16.13,2,0,0,0.85,3.51,2.27,19
1,60.44,4,0,1,0.39,5.88,5.88,31
1,28.16,3,1,0,0.76,3.93,0.88,22
1,282.21,19,9,3,0.1,0.6,0.15,66
1,38.25,4,0,2,0.12,4.92,4.92,37
1,30.29,4,0,0,0.63,3.66,1.81,23
1,57.53,3,2,0,0.71,2.38,2.38,24
1,74.6,2,2,0,0.49,-0.04,-6.51,8
1,90.65,5,2,0,0.69,1.16,-0.72,22
1,89.87,4,3,0,0.61,0.82,0.82,31
1,93.81,5,3,0,0.65,-0.95,-1.76,18
1,46.53,3,1,0,0.69,-1.41,-1.41,23
1,36.42,1,2,0,0.78,2.04,0.73,14
1,219.84,9,7,1,0.21,-3.76,-8.79,34
1,15.6,3,0,0,0.73,1.96,-0.4,14
1,87.62,7,1,0,0.49,4.14,4.14,31
1,205.84,9,6,2,0.06,-3.37,-3.64,39
1,137.26,9,2,0,0.35,1.47,1.25,32
1,112.9,8,1,0,0.52,1.43,1.4,34
1,20.31,2,0,0,0.69,2.7,2.38,15
1,0.0,0,0,0,0.0,0.0,0.0,0
1,0.0,0,0,0,0.0,0.0,0.0,0
1,3.24,1,0,0,0.68,4.61,2.28,21
1,104.06,6,3,0,0.36,2.51,2.51,31
1,43.78,3,1,1,0.52,4.77,2.77,34
1,20.31,2,0,0,0.76,5.01,3.29,23
1,152.24,9,3,0,0.51,-0.39,-0.92,32
1,40.62,2,0,0,0.79,4.14,2.21,23
1,104.89,8,2,0,0.49,-0.33,-0.91,31
1,57.23,6,0,0,0.34,4.89,2.08,31
1,52.93,4,2,0,0.7,0.9,-0.6,21
1,104.14,7,2,0,0.55,2.32,2.28,34
1,26.02,1,1,0,0.66,2.22,-0.35,13
1,59.22,3,1,0,0.8,3.47,0.57,25
1,9.23,1,0,1,0.28,2.55,2.55,24
1,95.94,5,2,0,0.76,0.76,-2.64,24
1,139.54,9,4,0,0.49,-2.09,-2.09,19
1,130.05,7,4,0,0.53,-1.96,-1.96,20
1,99.88,6,2,0,0.55,2.04,0.47,28
1,38.33,2,1,0,0.9,2.04,2.04,18
1,37.3,1,1,1,0.53,5.01,2.42,22
1,77.76,3,3,0,0.66,3.79,1.11,28
1,97.97,6,2,0,0.82,0.21,-0.36,17
1,27.69,3,0,0,0.49,0.88,0.88,9
1,72.72,4,4,0,0.56,0.24,-0.99,15
1,199.89,9,8,2,0.11,-2.14,-2.14,33
1,68.36,3,3,0,0.8,1.59,0.95,25
1,74.87,4,1,0,0.69,1.64,1.64,29
1,115.04,6,2,0,0.63,-1.04,-2.08,13
1,71.11,5,1,0,0.89,0.64,0.64,24
1,63.32,2,2,0,0.67,-1.27,-1.27,12
1,61.72,4,3,0,0.74,2.56,1.32,22
1,123.2,8,0,0,0.45,-0.01,-0.01,16
1,42.85,3,0,0,0.76,2.03,2.03,17
1,72.94,5,1,2,0.24,6.13,4.86,39
1,49.77,4,1,0,0.6,4.44,3.06,26
1,107.77,7,1,0,0.49,2.17,2.17,26
1,60.44,4,0,0,0.62,3.72,3.72,28
1,72.55,4,2,0,0.47,3.15,3.15,17
1,83.79,2,5,0,0.41,2.38,-0.78,17
1,77.52,5,1,1,0.55,5.04,5.04,36
1,63.83,4,2,0,0.48,0.75,-0.73,12
1,39.19,3,0,1,0.46,4.41,4.41,29
1,27.05,4,0,1,0.53,5.3,5.26,23
1,40.46,2,2,0,0.29,-0.45,-0.45,2
1,73.12,3,2,0,0.49,2.14,0.23,19
1,39.19,3,0,0,0.54,0.76,0.76,10
1,132.96,5,4,0,0.38,-3.1,-3.18,29
1,54.7,5,1,0,0.84,3.39,3.31,26
1,30.18,3,0,0,0.65,3.97,3.95,23
1,92.78,4,3,1,0.39,3.73,3.44,24
1,39.72,4,1,0,0.93,3.15,0.83,24
1,35.91,3,0,0,0.75,3.95,2.62,27
1,34.14,2,0,0,0.72,3.02,0.15,18
1,23.47,2,1,2,0.28,8.06,5.46,33
1,72.72,4,4,0,0.66,1.82,0.51,21
1,30.93,4,0,0,0.66,2.84,2.68,21
1,114.59,6,3,0,0.4,6.03,1.28,33
1,36.26,3,0,0,0.84,3.76,1.41,24
1,23.47,2,1,2,0.22,9.19,6.84,35
1,61.72,4,3,0,0.74,2.56,1.32,22
1,94.53,8,1,0,0.47,3.47,3.45,31
1,19.14,3,0,0,0.51,-0.62,-0.62,20
1,34.47,4,0,0,0.78,4.07,3.95,26
1,38.33,3,1,0,0.83,3.83,1.43,19
1,78.09,3,2,1,0.3,5.44,5.41,38
1,60.44,4,0,0,0.62,3.64,3.64,29
1,106.33,6,2,0,0.85,-0.12,-0.07,19
1,87.43,5,3,0,0.56,1.57,-0.85,20
1,77.0,5,1,0,0.67,3.34,3.34,30
1,102.26,7,4,0,0.44,1.04,0.65,27
1,72.72,4,4,0,0.64,0.34,-1.32,17
1,80.67,5,1,0,0.69,2.86,2.86,30
1,72.72,4,4,0,0.59,2.62,1.16,22
1,256.9,14,6,3,0.05,-2.93,-5.66,50
1,20.31,3,0,0,0.73,3.35,3.16,22
1,50.16,4,1,0,0.93,1.88,0.27,23
1,55.56,3,1,0,0.62,4.54,1.9,32
1,46.53,3,1,1,0.74,5.78,5.78,26
1,113.01,6,2,0,0.27,3.63,0.2,35
1,44.81,3,1,0,0.67,4.01,2.93,31
1,105.59,6,2,2,0.22,7.14,3.45,42
1,58.36,5,1,0,0.65,3.79,2.63,28
1,104.82,6,3,0,0.33,4.65,4.65,34
1,38.77,4,0,0,0.49,3.97,1.96,24
1,26.3,2,0,0,0.8,3.22,3.22,17
1,64.68,3,1,0,0.68,0.8,0.8,13
1,0.0,0,0,0,0.0,0.0,0.0,0
1,117.78,10,1,1,0.37,3.53,3.38,44
1,74.29,5,0,0,0.75,1.53,1.53,23
1,112.74,6,2,0,0.75,1.7,-1.59,28
1,41.57,2,1,0,0.61,0.1,0.1,14
1,59.8,2,2,1,0.21,-3.59,-3.59,34
1,50.16,4,1,1,0.52,5.91,5.91,30
1,118.36,5,3,0,0.66,0.97,0.93,20
1,99.38,6,4,0,0.58,2.11,2.11,28
1,72.83,5,1,0,0.64,3.3,3.3,31
1,40.46,2,2,0,0.41,0.69,0.69,7
1,0.0,0,0,0,0.47,2.18,2.18,5
1,164.63,9,5,0,0.4,-2.54,-2.61,33
1,26.79,2,0,0,0.65,0.09,-0.03,14
1,53.16,3,3,0,0.65,0.99,0.98,16
1,95.5,4,3,0,0.45,1.81,1.69,22
1,106.29,10,1,0,0.39,3.26,2.12,37
1,16.13,2,0,0,0.8,2.98,0.91,18
1,0.0,0,0,1,0.31,1.8,1.8,18
1,86.33,6,1,0,0.68,2.18,2.17,26
1,26.02,2,2,0,0.42,-0.42,-2.2,4
1,30.93,4,0,0,0.66,2.84,2.68,21
1,12.47,3,0,0,0.79,4.51,2.98,22
1,29.54,3,0,0,0.67,4.9,2.8,25
1,86.71,3,2,0,0.69,2.14,-0.73,24
1,12.03,1,1,0,0.84,3.47,0.79,16
1,40.46,2,2,0,0.49,1.37,1.36,8
1,36.47,2,1,0,0.26,-3.26,-3.44,10
1,79.11,2,3,0,0.7,-1.09,-1.09,15
1,133.87,11,2,2,0.2,4.65,2.86,57
1,0.0,0,0,0,0.0,0.0,0.0,0
1,109.49,4,3,0,0.76,1.6,1.59,22
1,154.1,12,3,2,0.18,4.18,1.81,59
1,58.56,4,2,0,0.49,3.54,1.34,25
1,86.05,6,2,0,0.44,2.49,1.59,32
1,3.24,1,0,0,0.73,5.53,4.06,22
1,30.29,4,0,0,0.63,3.66,1.81,23
1,39.19,4,0,0,0.59,5.22,5.22,25
1,72.72,4,4,0,0.57,0.44,-0.78,16
1,12.89,2,0,0,0.61,1.77,1.77,9
1,42.68,4,0,2,0.17,7.64,6.53,31
1,46.61,3,0,0,0.56,1.03,1.03,11
1,32.78,3,0,0,0.82,2.41,1.0,18
1,89.26,4,2,0,0.83,1.59,0.65,19
1,20.23,1,1,0,0.58,1.62,1.62,9
