Max_Phase,Polar Surface Area,HBA,HBD,#RO5 Violations,QED Weighted,CX LogP,CX LogD,Heavy Atoms
0,45.98,5,1,0,0.7,4.37,4.16,19
0,90.82,7,2,0,0.49,3.6,2.72,36
0,124.93,6,3,0,0.39,3.05,-1.07,29
0,92.5,5,2,0,0.58,4.72,4.57,33
0,86.52,6,3,0,0.4,1.26,-1.39,29
0,78.87,4,2,0,0.45,3.7,3.68,28
0,166.56,10,4,2,0.06,7.75,4.45,50
0,91.71,5,1,0,0.81,4.07,4.06,32
0,38.05,4,1,1,0.38,5.82,5.82,32
0,93.29,6,1,0,0.61,3.51,2.32,25
0,88.49,5,2,2,0.21,5.87,5.87,42
0,121.36,6,4,0,0.4,3.39,3.39,35
0,86.95,6,1,0,0.78,-1.5,-1.8,24
0,95.34,8,1,0,0.52,1.22,1.22,26
0,160.27,10,2,1,0.31,4.0,4.0,41
0,287.27,14,9,3,0.16,1.85,-7.86,59
0,41.99,3,1,0,0.87,3.25,3.25,20
0,144.22,10,3,2,0.14,10.6,10.6,67
0,44.37,3,2,0,0.77,3.07,3.07,21
0,61.54,7,0,0,0.72,1.53,1.53,18
0,142.44,6,4,0,0.36,0.82,0.78,32
0,24.5,3,1,0,0.74,2.99,0.95,18
0,58.2,2,2,2,0.06,12.82,12.82,56
0,83.24,9,0,1,0.21,4.31,4.31,41
0,63.57,6,1,0,0.66,2.95,1.7,29
0,41.13,3,2,1,0.56,5.26,5.26,29
0,37.61,4,1,0,0.65,-0.86,-2.35,29
0,34.89,3,0,1,0.51,4.77,4.77,25
0,44.76,4,0,1,0.61,4.92,4.92,30
0,73.86,6,1,0,0.55,3.18,3.18,28
0,74.35,6,1,2,0.17,7.14,7.13,40
0,69.64,4,2,0,0.85,2.31,2.31,23
0,99.6,5,2,2,0.34,4.09,3.54,37
0,60.85,3,1,0,0.83,1.76,1.76,26
0,81.18,6,1,0,0.9,2.62,2.0,22
0,46.53,3,1,0,0.53,2.92,2.92,18
0,73.66,6,0,0,0.75,0.66,0.66,25
0,51.1,4,1,0,0.48,5.08,4.78,30
0,56.15,5,1,1,0.47,5.94,5.89,28
0,86.99,5,3,0,0.6,1.84,1.39,28
0,72.5,7,1,2,0.2,5.78,3.31,47
0,75.19,5,1,0,0.85,2.01,2.01,25
0,116.36,7,1,0,0.4,3.7,3.7,30
0,101.15,6,2,0,0.47,2.12,2.11,26
0,84.5,4,2,0,0.76,1.12,0.9,16
0,47.34,3,0,1,0.46,5.31,5.31,35
0,55.4,3,1,0,0.77,6.03,6.03,24
0,118.6,7,2,0,0.35,2.62,-0.91,30
0,42.92,5,0,2,0.33,5.83,1.82,42
0,144.44,8,2,0,0.47,1.9,1.88,27
0,106.52,9,0,0,0.53,-1.31,-1.31,34
0,111.98,6,1,0,0.66,2.17,2.17,20
0,74.6,2,2,0,0.69,4.72,-0.31,24
0,71.25,5,1,0,0.52,5.09,5.09,33
0,90.46,3,4,0,0.5,3.13,3.11,22
0,86.99,5,3,0,0.52,4.95,4.87,26
0,40.71,2,2,0,0.7,2.63,0.73,20
0,68.12,5,1,0,0.77,3.45,1.09,25
0,73.75,7,2,2,0.26,4.9,2.53,38
0,100.92,6,1,0,0.52,3.95,3.95,29
0,121.88,7,2,2,0.12,7.74,6.58,52
0,80.32,5,2,0,0.31,3.93,3.68,31
0,64.63,4,1,0,0.65,4.41,4.3,26
0,39.99,4,1,1,0.49,7.2,4.87,32
0,116.76,6,4,0,0.19,0.17,-0.28,23
0,150.72,7,3,1,0.42,1.44,-0.65,42
0,100.87,3,3,0,0.78,1.42,1.42,21
0,51.24,5,0,2,0.48,4.77,3.46,35
0,40.54,2,1,0,0.91,1.65,1.65,25
0,78.95,5,1,0,0.67,2.59,2.59,28
0,70.11,6,0,0,0.57,3.29,3.28,26
0,29.85,3,1,1,0.57,5.41,2.89,25
0,6.48,2,0,0,0.82,4.04,2.32,19
0,102.29,7,2,0,0.56,1.75,1.75,26
0,38.33,2,1,0,0.9,4.08,4.08,20
0,95.93,7,2,0,0.83,-0.38,-1.42,23
0,66.4,3,2,0,0.84,1.77,1.77,17
0,117.21,10,2,1,0.35,5.74,4.18,46
0,17.82,2,0,0,0.62,2.11,2.11,12
0,110.91,8,1,0,0.57,3.23,3.23,23
0,83.09,6,1,2,0.12,9.79,9.79,46
0,104.81,6,2,0,0.66,1.78,1.78,29
0,85.08,4,2,0,0.76,2.35,2.35,23
0,84.57,4,2,0,0.72,2.86,2.34,33
0,48.52,5,0,2,0.24,6.16,6.16,39
0,91.22,4,2,0,0.82,2.3,2.3,24
0,65.96,3,3,0,0.41,3.27,3.25,28
0,81.06,6,1,0,0.94,2.59,2.59,21
0,58.2,2,2,0,0.83,4.03,4.03,23
0,125.55,9,4,0,0.46,1.09,1.08,29
0,25.36,3,0,0,0.67,4.41,2.77,27
0,48.49,4,2,1,0.41,5.19,3.89,30
0,84.97,7,2,0,0.86,2.39,0.87,25
0,89.18,6,1,0,0.83,-0.74,-0.74,19
0,76.71,4,3,0,0.19,2.27,1.65,16
0,32.84,2,0,0,0.34,5.57,5.57,22
0,105.82,7,2,1,0.39,4.02,4.02,33
0,78.0,5,0,0,0.7,2.63,2.63,31
0,52.6,4,0,0,0.64,4.58,4.58,25
0,59.39,4,1,0,0.89,0.1,0.1,20
0,67.35,5,1,0,0.61,4.2,4.18,28
0,19.03,1,1,1,0.59,5.49,3.61,26
0,40.46,2,2,0,0.83,4.84,4.83,22
0,103.7,4,3,1,0.49,4.99,1.46,26
0,63.6,3,1,0,0.87,3.9,0.47,22
0,59.06,3,1,0,0.8,2.84,2.81,21
0,32.78,3,0,1,0.23,4.34,4.34,27
0,58.04,5,2,0,0.77,3.5,3.5,20
0,152.13,8,5,1,0.15,-2.47,-2.47,44
0,71.3,5,2,0,0.64,3.84,3.84,29
0,29.1,1,1,0,0.89,3.73,3.73,14
0,29.54,3,0,0,0.31,5.49,3.48,26
0,89.31,5,1,0,0.69,4.5,4.5,23
0,78.95,4,1,0,0.73,1.9,1.9,28
0,83.83,5,2,0,0.55,2.42,2.42,24
0,116.25,6,2,0,0.41,-0.05,-0.07,28
0,85.13,4,1,0,0.67,2.1,2.1,21
0,94.12,7,0,0,0.13,-0.65,1.37,29
0,66.48,3,1,2,0.44,5.07,5.07,34
0,89.47,7,1,0,0.47,3.23,3.22,36
0,22.08,5,0,0,0.75,2.8,1.03,22
0,115.87,6,1,0,0.69,3.71,3.35,29
0,90.7,7,1,0,0.25,4.17,2.34,27
0,80.12,5,1,0,0.64,4.02,4.02,24
0,95.55,5,3,0,0.71,0.78,0.78,21
0,69.72,4,1,0,0.77,3.04,2.89,30
0,187.66,8,5,0,0.39,-3.56,-6.8,23
0,65.26,6,1,1,0.36,5.09,3.68,37
0,61.19,5,0,0,0.86,1.78,1.78,19
0,113.68,9,1,1,0.54,1.29,1.29,36
0,60.94,3,3,0,0.63,2.31,2.07,21
0,116.55,8,3,0,0.42,1.8,1.43,30
0,65.11,5,0,0,0.55,1.84,1.84,21
0,80.75,6,0,2,0.19,6.49,6.49,36
0,130.75,9,1,1,0.36,3.33,2.68,35
0,66.48,3,3,1,0.25,5.18,3.07,28
0,29.46,2,1,1,0.42,7.42,7.41,27
0,164.63,9,5,1,0.34,-1.37,-1.39,41
0,41.99,2,1,0,0.76,3.74,3.74,20
0,70.23,3,3,0,0.8,2.92,2.92,24
0,34.14,2,0,0,0.71,4.58,4.58,23
0,68.15,5,2,0,0.63,1.15,1.15,20
0,87.3,3,3,1,0.26,5.18,5.18,34
0,68.2,5,0,0,0.7,3.54,3.54,28
0,106.98,7,2,0,0.7,0.9,0.9,30
0,50.69,3,1,0,0.74,4.44,4.44,29
0,76.82,5,2,0,0.43,3.17,3.05,26
0,132.06,8,3,1,0.33,1.25,-0.84,36
0,35.53,3,0,0,0.62,3.45,3.45,19
0,126.56,5,3,0,0.57,1.95,1.36,28
0,17.3,2,0,1,0.29,7.12,7.11,31
0,80.06,5,0,0,0.67,1.7,1.7,30
0,58.81,5,0,0,0.76,2.25,2.25,26
0,149.91,9,1,1,0.14,-4.19,-4.19,42
0,42.85,4,0,1,0.37,5.44,5.44,25
0,61.72,4,3,0,0.74,1.22,-1.07,20
0,65.98,2,2,1,0.61,4.6,1.86,26
0,76.62,6,0,0,0.7,3.92,3.92,24
0,63.32,2,2,0,0.63,-1.17,-1.17,11
0,119.61,7,5,0,0.48,-0.39,-0.39,20
0,190.8,9,3,1,0.2,4.65,-2.48,41
0,72.92,6,1,0,0.65,2.21,2.16,29
0,56.27,5,1,0,0.75,3.29,3.29,23
0,59.81,5,1,1,0.43,5.3,5.3,31
0,97.32,6,2,0,0.43,2.11,0.62,24
0,61.46,4,1,1,0.42,4.28,3.62,35
0,72.2,4,1,0,0.78,3.32,3.21,24
0,336.68,18,12,3,0.16,-2.81,-2.81,66
0,70.59,4,3,0,0.6,1.6,0.2,21
0,106.94,5,3,0,0.61,-0.07,-3.32,29
0,140.34,7,4,1,0.46,3.71,3.7,36
0,97.46,5,4,0,0.63,-2.46,-2.45,23
0,66.48,4,1,0,0.53,4.36,3.42,29
0,35.53,3,0,0,0.4,3.55,3.55,20
0,120.58,9,1,2,0.16,7.86,6.6,46
0,62.54,4,1,0,0.72,2.33,2.33,26
0,110.77,4,4,0,0.52,2.28,2.28,33
0,83.03,6,1,2,0.23,6.19,6.18,37
0,90.99,7,3,2,0.2,7.14,5.95,37
0,81.7,5,1,0,0.87,1.93,0.99,22
0,37.61,4,1,0,0.36,2.43,1.46,14
0,75.27,4,2,0,0.73,4.12,3.2,23
0,49.75,5,1,0,0.5,4.62,4.45,26
0,88.1,4,2,1,0.46,4.84,3.87,31
0,23.55,2,0,1,0.31,7.93,7.71,35
0,59.42,4,1,1,0.31,5.15,3.14,34
0,66.29,5,1,0,0.89,0.68,0.42,25
0,49.41,2,1,0,0.87,2.53,2.53,23
0,108.75,8,1,0,0.4,2.69,2.69,35
0,105.2,8,0,2,0.08,6.21,6.21,39
0,58.56,3,2,0,0.83,3.18,3.18,24
0,25.78,3,0,1,0.56,5.87,5.87,22
0,122.91,7,2,0,0.3,5.34,4.05,37
0,71.21,6,0,0,0.46,3.69,3.69,26
0,46.92,5,1,0,0.73,3.66,3.64,23
0,22.34,2,0,2,0.2,3.87,3.87,39
0,44.02,2,1,0,0.49,1.04,1.04,9
0,108.01,6,2,0,0.64,1.56,-1.27,25
0,82.35,3,3,2,0.15,8.61,6.67,46
0,123.19,3,5,0,0.21,3.14,3.06,30
0,100.39,8,1,0,0.59,2.57,2.57,29
0,59.06,5,1,2,0.21,8.49,7.99,39
0,66.91,5,2,0,0.89,2.56,2.56,20
0,75.63,3,2,0,0.82,2.46,-0.87,23
0,46.53,3,1,1,0.46,6.31,6.31,33
0,73.64,6,2,0,0.67,4.36,4.27,23
0,78.34,7,0,0,0.73,2.75,2.75,21
0,74.78,8,2,2,0.33,6.47,6.47,37
0,123.19,7,3,1,0.18,5.16,5.15,43
0,55.81,7,0,0,0.52,3.53,1.06,35
0,115.8,8,1,0,0.47,0.39,0.39,19
0,57.95,4,1,1,0.29,5.44,5.44,28
0,90.54,3,3,0,0.77,1.2,1.2,26
0,79.95,6,1,0,0.64,0.46,0.31,23
0,67.87,4,1,1,0.71,5.05,5.05,30
0,50.19,3,1,1,0.7,4.7,2.13,25
0,332.36,10,10,2,0.06,0.25,-15.44,53
0,168.36,8,4,2,0.2,5.54,4.6,47
0,94.17,6,1,0,0.81,2.13,2.13,28
0,179.83,13,0,2,0.14,4.37,4.37,54
0,39.19,3,0,1,0.5,5.19,5.19,29
0,26.3,2,0,0,0.5,2.62,2.62,14
0,30.71,3,0,0,0.84,3.98,3.98,22
0,134.98,9,2,1,0.22,4.0,2.68,43
0,81.01,7,1,2,0.27,4.4,2.68,35
0,44.37,4,0,0,0.66,3.04,3.04,22
0,66.48,3,1,1,0.7,4.46,4.44,30
0,79.78,4,2,1,0.35,5.4,5.4,36
0,26.53,3,0,1,0.41,6.29,6.28,27
0,52.93,4,2,0,0.87,2.94,0.92,24
0,41.38,6,0,1,0.39,6.09,6.09,28
0,106.5,6,2,0,0.64,2.9,2.89,29
0,92.26,5,1,0,0.65,2.64,2.64,30
0,72.88,2,2,2,0.21,-9.74,-9.74,52
0,95.09,9,2,2,0.08,6.02,3.26,54
0,36.14,3,2,0,0.56,0.41,0.38,21
0,34.14,2,0,0,0.8,3.9,3.9,19
0,64.63,5,1,1,0.58,7.61,7.61,31
0,63.4,3,1,0,0.6,4.81,2.31,31
0,47.48,6,0,0,0.69,3.82,3.67,21
0,122.3,7,2,1,0.46,3.37,3.37,38
0,83.09,7,1,2,0.14,9.42,9.42,41
0,99.21,7,0,0,0.51,-0.77,-0.77,25
0,89.55,5,2,1,0.5,5.33,5.33,30
0,0.0,0,0,0,0.0,0.0,0.0,0
0,59.06,3,1,0,0.76,3.79,3.67,25
0,43.48,4,1,1,0.35,5.77,5.77,30
0,63.6,4,1,0,0.24,4.99,4.99,26
0,133.51,9,3,1,0.37,2.32,-0.17,40
0,109.07,5,3,0,0.61,1.29,-1.98,18
0,114.34,6,2,2,0.23,5.46,4.52,45
0,56.27,6,1,0,0.74,3.47,3.47,23
0,0.0,0,0,0,0.0,0.0,0.0,0
0,156.68,9,5,0,0.26,-0.18,-0.27,33
0,40.46,2,2,1,0.76,6.53,6.53,23
0,81.84,4,4,2,0.21,5.34,3.56,38
0,72.39,5,0,0,0.45,4.44,4.44,31
0,94.09,7,2,0,0.48,1.81,1.81,24
0,67.6,5,1,0,0.76,3.55,3.55,27
0,59.81,6,1,0,0.67,2.68,0.85,19
0,38.77,4,0,0,0.6,3.29,1.43,25
0,100.5,7,1,0,0.57,-0.35,-0.36,23
0,41.57,3,1,0,0.87,1.01,1.0,18
0,89.77,6,1,0,0.79,1.5,1.36,21
0,102.51,5,4,0,0.38,2.61,2.56,29
0,81.93,7,1,0,0.68,3.04,3.04,25
0,81.81,6,1,0,0.52,4.27,4.27,31
0,124.85,9,3,0,0.65,0.52,-1.36,27
0,104.55,6,3,0,0.53,-1.61,-1.61,18
0,61.03,5,0,0,0.53,3.37,3.37,24
0,46.33,2,1,1,0.5,5.8,3.97,31
0,76.07,4,1,2,0.36,5.96,2.84,37
0,38.25,4,0,0,0.68,0.18,-0.24,13
0,101.13,9,0,0,0.35,5.29,5.29,34
0,140.73,10,2,1,0.46,4.64,4.64,42
0,45.23,3,1,0,0.69,1.46,1.45,15
0,108.91,6,3,0,0.54,2.53,2.53,33
0,55.63,5,1,0,0.85,1.23,1.23,16
0,78.27,7,1,0,0.6,2.86,2.86,29
0,39.72,4,1,0,0.86,2.41,0.46,19
0,76.29,6,1,0,0.71,2.21,2.21,25
0,48.88,4,2,0,0.74,1.95,0.66,25
0,151.47,9,4,1,0.17,3.56,3.35,45
0,59.29,6,1,1,0.31,5.86,5.86,30
0,176.66,10,6,2,0.23,-3.08,-3.04,40
0,125.31,10,1,1,0.45,3.33,2.57,42
0,52.49,3,3,0,0.46,3.69,2.03,26
0,38.77,4,0,0,0.77,1.82,0.22,19
0,38.38,2,1,0,0.72,2.41,2.41,16
0,85.38,6,0,0,0.59,2.75,2.75,34
0,64.76,7,1,0,0.75,3.33,2.0,29
0,34.15,3,1,0,0.86,2.3,-0.02,20
0,92.7,8,0,0,0.64,2.65,2.65,32
0,106.95,8,2,2,0.14,8.07,7.85,47
0,0.0,0,0,0,0.0,0.0,0.0,0
0,66.92,5,0,0,0.6,3.7,3.7,30
0,80.64,6,1,0,0.68,3.03,1.96,30
0,0.0,0,0,0,0.0,0.0,0.0,0
0,72.39,5,0,0,0.64,2.94,2.94,29
0,67.92,4,1,0,0.84,1.72,1.72,20
0,83.31,7,0,0,0.79,2.62,2.62,28
0,113.09,6,1,0,0.64,0.54,0.54,33
0,104.94,6,2,1,0.35,4.55,4.55,33
0,91.32,4,3,0,0.37,0.74,0.73,19
0,124.01,5,3,0,0.37,2.72,-0.44,31
0,133.08,6,2,0,0.47,0.32,0.21,21
0,32.67,3,0,0,0.75,3.1,3.1,18
0,83.12,5,3,0,0.48,3.43,3.16,31
0,44.12,5,0,0,0.71,2.46,2.46,18
0,37.28,2,2,0,0.49,5.42,5.23,18
0,49.33,2,2,1,0.61,5.51,4.76,20
0,58.56,3,2,0,0.83,4.68,4.68,26
0,33.42,4,0,0,0.84,2.54,2.0,20
0,97.03,5,2,0,0.46,1.58,1.58,24
0,49.64,4,1,0,0.94,2.04,0.41,24
0,150.0,10,2,0,0.38,1.2,1.19,29
0,77.15,5,2,0,0.65,3.63,1.2,33
0,90.03,4,1,0,0.73,2.51,2.51,35
0,106.2,7,2,0,0.65,1.26,1.13,30
0,67.59,5,2,0,0.82,0.62,0.6,17
0,76.66,4,2,1,0.61,5.07,5.07,29
0,104.81,5,2,0,0.76,2.17,2.17,29
0,95.82,8,0,1,0.46,3.71,3.71,38
0,73.22,5,1,0,0.87,2.3,2.3,21
0,72.2,5,1,0,0.71,3.24,2.78,22
0,111.36,5,5,0,0.41,0.96,-0.26,26
0,83.55,5,1,0,0.77,3.87,2.94,28
0,131.36,8,5,0,0.43,0.48,0.39,28
0,95.79,6,1,0,0.47,1.99,1.86,28
0,99.69,5,4,0,0.43,0.03,-1.37,25
0,82.81,6,1,2,0.23,6.6,4.29,40
0,20.31,3,0,1,0.56,5.43,5.43,25
0,43.6,4,0,0,0.54,3.53,3.53,18
0,88.61,6,2,2,0.32,5.1,5.1,38
0,114.91,8,2,1,0.21,3.1,3.1,40
0,91.93,4,3,1,0.41,4.29,4.29,31
0,66.69,5,0,0,0.59,1.54,-0.35,21
0,161.21,11,4,2,0.25,3.69,3.61,40
0,58.56,3,2,1,0.64,5.08,5.08,27
0,94.19,4,2,1,0.56,4.16,4.16,32
0,80.9,4,2,0,0.54,4.29,4.29,27
0,140.82,8,3,1,0.13,3.72,3.72,37
0,62.7,3,1,0,0.78,2.94,2.94,18
0,113.09,6,1,0,0.38,3.38,3.38,34
0,114.84,8,1,1,0.22,1.6,1.56,41
0,63.93,3,2,0,0.83,3.21,3.19,22
0,65.6,5,1,0,0.72,2.97,2.96,26
0,94.85,5,2,0,0.71,2.42,2.06,23
0,12.36,1,1,1,0.69,5.66,4.64,19
0,95.86,4,3,0,0.76,3.91,0.39,23
0,119.21,7,2,0,0.8,0.44,0.44,27
0,64.21,4,1,1,0.47,5.73,5.73,31
0,86.69,5,1,0,0.45,4.11,4.11,32
0,66.76,4,2,0,0.84,4.12,4.04,20
0,262.06,9,9,2,0.1,0.21,-0.32,58
0,100.88,6,2,0,0.46,3.31,3.29,35
0,108.7,9,1,1,0.26,2.82,2.54,41
0,62.12,3,1,0,0.68,3.44,3.44,23
0,55.84,4,0,0,0.64,4.02,4.02,27
0,69.4,5,2,1,0.26,6.43,3.83,32
0,76.38,4,1,0,0.64,3.24,3.24,26
0,57.65,5,0,0,0.57,4.32,4.32,24
0,77.52,5,1,0,0.71,3.07,3.07,26
0,102.42,6,1,0,0.52,1.53,1.53,21
0,38.77,4,0,0,0.36,5.58,5.58,26
0,32.26,4,0,0,0.85,1.82,1.28,24
0,46.53,2,1,0,0.91,4.73,1.34,20
0,58.64,3,1,0,0.62,4.19,4.19,31
0,95.05,6,1,2,0.3,5.94,5.94,40
0,29.1,2,1,0,0.89,3.45,3.45,17
0,113.02,7,3,0,0.46,2.49,1.58,26
0,125.36,7,2,0,0.71,2.25,2.24,27
0,110.13,8,2,0,0.54,3.11,-0.85,31
0,44.89,2,2,0,0.71,3.38,3.38,22
0,131.16,8,1,0,0.63,1.02,1.02,33
0,41.83,3,0,1,0.43,0.66,0.66,29
0,54.02,3,2,0,0.76,1.64,-0.32,20
0,37.39,4,1,1,0.53,4.78,2.74,30
0,114.2,8,1,0,0.55,3.89,3.24,31
0,78.37,6,1,1,0.3,5.34,5.34,35
0,63.68,5,0,0,0.38,4.01,4.01,26
0,40.46,2,2,1,0.65,5.98,5.98,28
0,82.45,6,1,0,0.57,3.27,3.27,30
0,81.75,3,2,0,0.52,4.47,2.59,34
0,73.47,4,3,0,0.76,-0.16,-3.08,24
0,46.34,3,0,0,0.61,3.81,3.81,24
0,75.71,6,1,0,0.59,4.44,4.44,29
0,80.23,5,1,0,0.6,3.14,3.14,29
0,64.69,6,1,0,0.7,2.23,2.23,15
0,29.85,3,1,0,0.88,2.07,-0.24,18
0,21.7,3,0,0,0.75,2.09,0.95,17
0,126.82,8,3,2,0.21,5.99,5.99,40
0,32.59,4,1,1,0.29,6.4,6.17,22
0,82.18,6,3,2,0.18,8.0,6.31,37
0,68.31,5,0,0,0.81,1.59,1.59,28
0,84.47,6,0,0,0.78,-0.5,-0.5,21
0,67.8,6,0,0,0.49,3.76,3.76,27
0,24.94,4,0,0,0.75,3.15,2.6,23
0,82.86,5,1,0,0.91,0.8,0.8,24
0,136.48,5,3,1,0.32,3.38,0.27,39
0,33.45,3,0,0,0.83,3.69,3.69,19
0,72.42,4,2,1,0.47,4.17,2.09,32
0,107.41,5,3,2,0.31,4.4,2.01,34
0,82.97,6,1,0,0.54,3.28,2.97,35
0,34.59,3,0,0,0.51,-1.47,-1.47,24
0,28.18,5,0,0,0.78,1.93,0.21,25
0,69.04,5,1,0,0.87,1.49,1.49,19
0,78.9,6,0,1,0.23,3.39,3.39,31
0,12.03,1,1,1,0.53,6.69,3.8,27
0,68.01,3,2,0,0.91,3.15,3.15,22
0,63.6,3,1,1,0.37,5.21,2.62,27
0,88.0,5,2,0,0.68,4.53,2.17,26
0,80.34,7,1,0,0.68,3.76,3.65,27
0,98.13,5,2,0,0.74,1.69,-0.44,27
0,36.42,3,2,0,0.87,2.31,-0.1,19
0,41.15,3,1,0,0.94,2.4,2.34,23
0,48.99,2,1,0,0.74,2.22,2.22,21
0,52.6,4,0,0,0.55,1.11,1.11,18
0,84.94,5,1,0,0.68,2.81,2.81,31
0,34.15,3,1,1,0.79,5.15,2.61,26
0,75.01,3,2,0,0.7,1.82,1.29,30
0,67.87,5,1,0,0.79,0.91,0.9,22
0,62.54,4,1,1,0.38,5.63,2.29,33
0,140.36,7,3,1,0.3,4.19,0.98,45
0,116.76,5,4,0,0.24,2.9,2.88,31
0,107.53,3,4,1,0.33,6.1,2.9,35
0,75.99,5,2,0,0.75,2.4,2.36,18
0,247.61,14,6,3,0.06,2.0,1.36,55
0,68.54,4,1,0,0.94,1.61,1.61,21
0,120.87,8,1,0,0.72,1.96,1.96,33
0,83.55,4,1,0,0.82,1.37,1.37,22
0,45.23,3,1,0,0.94,3.35,3.35,22
0,141.94,6,3,0,0.32,2.07,2.06,31
0,46.31,5,0,0,0.87,2.43,2.28,21
0,101.21,5,2,0,0.7,1.7,1.7,27
0,123.2,10,1,2,0.25,4.5,4.5,45
0,179.81,11,2,3,0.05,4.42,4.04,56
0,95.7,6,2,0,0.44,2.97,1.0,33
0,81.18,7,1,0,0.81,1.53,0.95,19
0,157.26,7,4,2,0.11,6.85,6.85,58
0,39.07,3,2,0,0.51,4.88,4.88,24
0,91.23,4,2,0,0.7,2.86,2.85,28
0,50.8,4,1,0,0.83,3.17,3.17,26
0,100.87,3,3,0,0.5,3.25,3.25,28
0,82.27,3,2,0,0.66,2.55,2.55,27
0,77.93,6,2,2,0.2,5.55,4.8,44
0,0.0,0,0,0,0.0,0.0,0.0,0
0,79.12,3,2,0,0.73,0.95,-2.5,13
0,144.52,8,5,1,0.33,1.05,1.05,37
0,73.63,5,2,1,0.37,7.76,7.76,32
0,63.94,4,1,0,0.54,3.58,3.58,24
0,77.84,5,2,2,0.24,7.43,7.3,33
0,177.73,15,1,2,0.19,2.96,2.9,45
0,127.85,10,1,2,0.28,5.34,4.66,42
0,102.4,4,2,0,0.87,0.93,0.93,21
0,129.97,4,4,0,0.49,2.59,2.11,31
0,73.14,7,0,0,0.73,2.52,2.52,25
0,85.99,6,0,0,0.37,2.83,2.83,20
0,45.25,4,0,0,0.62,3.34,2.29,29
0,73.14,7,0,0,0.7,2.13,2.13,25
0,56.17,5,2,0,0.78,0.96,0.57,21
0,104.06,6,3,0,0.51,3.9,3.87,26
0,109.2,7,2,0,0.69,3.48,3.0,34
0,59.15,4,1,1,0.24,7.13,7.13,28
0,61.02,5,2,2,0.08,11.04,11.04,46
0,50.36,3,2,0,0.85,3.59,0.79,26
0,96.02,5,1,0,0.74,0.16,0.16,29
0,32.78,3,0,0,0.64,4.49,4.46,29
0,66.48,3,1,0,0.73,3.22,3.22,28
0,46.42,6,0,0,0.8,2.11,-0.11,26
0,47.48,6,0,0,0.85,2.09,1.95,24
0,110.8,6,2,0,0.67,2.15,2.15,30
0,30.21,2,0,0,0.7,3.71,3.71,21
0,33.62,3,1,0,0.88,2.14,0.09,18
0,45.64,3,2,0,0.53,3.87,2.18,25
0,74.57,5,2,0,0.8,0.09,0.09,28
0,88.13,7,0,2,0.2,5.91,5.91,43
0,59.72,5,0,0,0.73,2.59,2.59,30
0,62.74,4,0,0,0.63,2.11,2.11,30
0,49.33,2,2,0,0.69,1.34,-1.03,13
0,49.85,3,0,0,0.84,2.49,2.49,27
0,68.9,5,1,0,0.72,2.92,2.68,25
0,75.63,3,2,0,0.88,1.76,-1.28,20
0,36.42,1,2,0,0.82,2.62,1.21,15
0,34.15,3,1,0,0.83,2.5,1.16,19
0,44.39,4,1,0,0.77,3.48,3.44,26
0,105.45,8,3,0,0.67,3.32,3.32,28
0,88.6,6,1,0,0.47,5.62,5.47,34
0,178.63,12,5,1,0.33,-3.44,-4.84,27
0,114.48,7,1,1,0.47,3.19,3.19,38
0,120.83,5,4,0,0.41,-1.38,-1.43,16
0,114.98,9,2,0,0.22,-5.75,-5.58,31
0,114.59,10,1,1,0.32,2.92,2.92,44
0,81.24,5,0,0,0.54,2.66,2.66,33
0,68.4,6,1,0,0.6,1.74,1.74,25
0,74.6,3,2,1,0.37,5.61,2.87,34
0,62.12,3,1,0,0.73,4.94,4.93,28
0,83.55,4,1,0,0.67,2.88,2.87,24
0,58.2,2,2,0,0.77,4.17,4.17,29
0,70.59,4,3,0,0.58,2.23,2.1,19
0,62.31,6,2,2,0.36,5.6,4.78,35
0,89.13,5,2,0,0.53,3.21,3.2,31
0,79.37,4,1,0,0.75,3.14,3.14,26
0,58.56,5,2,1,0.35,6.28,4.13,32
0,86.88,3,3,0,0.49,2.78,2.7,25
0,85.61,5,1,0,0.47,4.13,4.13,27
0,57.7,5,1,0,0.6,4.29,2.67,35
0,79.9,5,2,2,0.28,6.18,6.18,38
0,99.18,5,2,0,0.61,3.48,1.53,32
0,75.19,5,1,0,0.91,2.72,2.71,22
0,45.14,3,0,0,0.79,0.97,0.97,19
0,119.28,10,2,1,0.31,4.71,4.58,39
0,49.41,2,1,0,0.83,4.75,4.75,28
0,79.52,5,2,0,0.7,3.49,3.43,27
0,70.5,4,1,0,0.75,4.31,4.25,29
0,57.01,5,0,1,0.3,5.46,5.46,30
0,72.94,5,2,0,0.69,3.71,3.71,25
0,51.22,4,1,0,0.8,3.17,3.17,21
0,110.46,5,3,0,0.49,2.66,2.66,30
0,20.23,1,1,1,0.83,6.02,4.75,18
0,111.72,7,2,0,0.74,1.96,1.95,30
0,97.11,6,2,0,0.62,2.27,1.26,30
0,116.45,7,4,0,0.38,3.01,2.57,24
0,211.18,11,7,2,0.2,-3.99,-4.67,23
0,125.63,10,2,0,0.64,0.56,0.0,34
0,52.32,2,1,0,0.61,1.17,1.17,9
0,58.56,4,2,1,0.43,5.78,5.77,31
0,64.52,6,2,0,0.77,3.79,3.38,25
0,30.71,3,0,1,0.35,6.42,6.42,27
0,130.31,8,4,0,0.55,-0.97,-0.97,20
0,98.01,6,1,0,0.57,4.88,1.35,31
0,81.0,4,2,0,0.49,3.11,3.09,26
